focus_variance_of_laplacian,noise_mad_sigma,contrast_spread,entropy,filename,magnification,scope,tile_row,tile_col,tile_top_px,tile_left_px,tile_height_px,tile_width_px,illumination_level,illumination_range_frac,illumination_flag
0.06627624201456121,0.022336328402161598,0.5659372806549072,15.651490629480604,62990661-R-100X.JPG,100,tile,2,1,1024,512,512,512,0.49340707063674927,0.02155064418911934,False
0.08344365902356782,0.025117957964539528,0.5626588463783264,14.999982505636648,62990661-R-100X.JPG,100,tile,2,2,1024,1024,512,512,0.5147908329963684,0.036107387393713,False
0.07392154485393371,0.02322540618479252,0.5255255103111267,14.442053103427584,62990661-R-100X.JPG,100,tile,2,3,1024,1536,512,512,0.5387386083602905,0.029189221560955048,False
0.0485284290693979,0.01960604265332222,0.5259058624505997,15.248762471160939,62990661-R-100X.JPG,100,tile,2,4,1024,2048,512,512,0.5375235080718994,0.03468693420290947,False
0.026476309354040856,0.013992923311889172,0.5233792506158352,15.665825669857485,62990661-R-100X.JPG,100,tile,2,5,1024,2560,512,512,0.5453163385391235,0.050583817064762115,False
0.015313422919257635,0.010821947827935219,0.4990510046482086,15.735765540030386,62990661-R-100X.JPG,100,tile,2,6,1024,3072,512,384,0.5584657788276672,0.06346254795789719,False
0.033410564734428015,0.016242465004324913,0.5263249211013317,15.916586194469263,62990661-R-100X.JPG,100,tile,3,0,1536,0,512,512,0.4802435040473938,0.05170696601271629,False
0.042324774326938056,0.017934681847691536,0.5422471016645432,15.79412366710188,62990661-R-100X.JPG,100,tile,3,1,1536,512,512,512,0.4974828362464905,0.031924616545438766,False
0.051454619494041176,0.020390037447214127,0.5423412173986435,15.591773763325122,62990661-R-100X.JPG,100,tile,3,2,1536,1024,512,512,0.5096238255500793,0.030111541971564293,False
0.04256164217215807,0.017712796106934547,0.526043102145195,15.354451947509808,62990661-R-100X.JPG,100,tile,3,3,1536,1536,512,512,0.5296518206596375,0.03518189862370491,False
0.029781150070327004,0.014981538988649845,0.5128217712044716,15.513723496777105,62990661-R-100X.JPG,100,tile,3,4,1536,2048,512,512,0.5493931174278259,0.037151090800762177,False
0.01743581312126577,0.011596951633691788,0.48594120144844055,15.72082306215835,62990661-R-100X.JPG,100,tile,3,5,1536,2560,512,512,0.5623529553413391,0.02924998477101326,False
0.011491471771778413,0.009146521799266338,0.4461501926183701,15.598052321371112,62990661-R-100X.JPG,100,tile,3,6,1536,3072,512,384,0.5768958926200867,0.0282269436866045,False
0.02443822282268269,0.013420595787465572,0.5023621395230293,15.447535152781926,62990661-R-100X.JPG,100,tile,4,0,2048,0,256,512,0.4834435284137726,0.14019076526165009,True
0.027695981146514476,0.01445984747260809,0.528105529397726,15.438774858666946,62990661-R-100X.JPG,100,tile,4,1,2048,512,256,512,0.508502721786499,0.03220020979642868,False
0.028613618134775674,0.015165381133556366,0.506770384311676,15.416034303403151,62990661-R-100X.JPG,100,tile,4,2,2048,1024,256,512,0.5258647203445435,0.03650227561593056,False
0.020763632314721628,0.012846279889345169,0.48652157858014106,15.407895004933305,62990661-R-100X.JPG,100,tile,4,3,2048,1536,256,512,0.530531108379364,0.05122845619916916,False
0.015576725309749679,0.010644501075148582,0.4592527270317078,15.196470713625194,62990661-R-100X.JPG,100,tile,4,4,2048,2048,256,512,0.5707796812057495,0.05779377743601799,False
0.010818314012411234,0.00854116678237915,0.43914510160684583,15.169982043069147,62990661-R-100X.JPG,100,tile,4,5,2048,2560,256,512,0.5770551562309265,0.021632898598909378,False
0.009570972996620518,0.008364669978618622,0.43482566028833386,15.286944701165579,62990661-R-100X.JPG,100,tile,4,6,2048,3072,256,384,0.5728028416633606,0.027678200975060463,False
0.008657724504052725,0.018352748826146126,0.5149137526750565,15.70472882650592,62990661-R-200X.JPG,200,image,-1,-1,0,0,2304,3456,0.4818609952926636,0.12347479909658432,True
0.011196206654759679,0.023196157068014145,0.5233941130340098,15.541581024191627,62990661-R-200X.JPG,200,tile,0,0,0,0,512,512,0.46686747670173645,0.04197831079363823,False
0.012725342373181623,0.023995527997612953,0.5463529378175735,15.262993255080188,62990661-R-200X.JPG,200,tile,0,1,0,512,512,512,0.4691692888736725,0.020923815667629242,False
0.013488435410233108,0.024077270179986954,0.5481568425893784,15.063658484333157,62990661-R-200X.JPG,200,tile,0,2,0,1024,512,512,0.4785696864128113,0.021763278171420097,False
0.014523227243771475,0.029935991391539574,0.5484413750469684,15.457043006389409,62990661-R-200X.JPG,200,tile,0,3,0,1536,512,512,0.4774663746356964,0.03001832216978073,False
0.01015427060894006,0.022596191614866257,0.5449343562126155,15.245417949054016,62990661-R-200X.JPG,200,tile,0,4,0,2048,512,512,0.4808803200721741,0.028733156621456146,False
0.00838642748039021,0.020300740376114845,0.5319686830043793,15.534143676523039,62990661-R-200X.JPG,200,tile,0,5,0,2560,512,512,0.48316410183906555,0.01634194701910019,False
0.007235051328137866,0.01692362129688263,0.5133254922926426,15.430198915480034,62990661-R-200X.JPG,200,tile,0,6,0,3072,512,384,0.4994393587112427,0.045562077313661575,False
0.010672772150437318,0.02333688549697399,0.5220196396112442,15.380785553591299,62990661-R-200X.JPG,200,tile,1,0,512,0,512,512,0.45436128973960876,0.022865312173962593,False
0.012478337999226265,0.02350505255162716,0.5337955139577388,14.878116661759172,62990661-R-200X.JPG,200,tile,1,1,512,512,512,512,0.47207269072532654,0.029064621776342392,False
0.01617850639398539,0.031419411301612854,0.5474196076393127,14.939972123275114,62990661-R-200X.JPG,200,tile,1,2,512,1024,512,512,0.48983797430992126,0.02540350705385208,False
0.013586146010677334,0.02848040871322155,0.5222000181674957,14.672826807228473,62990661-R-200X.JPG,200,tile,1,3,512,1536,512,512,0.499532550573349,0.028208956122398376,False
0.009515868079526566,0.022053932771086693,0.529880017787218,14.697796688328616,62990661-R-200X.JPG,200,tile,1,4,512,2048,512,512,0.5017472505569458,0.02595236711204052,False
0.007531779166074044,0.01942400075495243,0.525396078824997,15.211677509303685,62990661-R-200X.JPG,200,tile,1,5,512,2560,512,512,0.4937382936477661,0.0234638974070549,False
0.00667621065968169,0.016815191134810448,0.5038914069533348,15.546028751206903,62990661-R-200X.JPG,200,tile,1,6,512,3072,512,384,0.49012550711631775,0.012487120926380157,False
0.00928836817351619,0.022579092532396317,0.4985804408788681,15.508323819037038,62990661-R-200X.JPG,200,tile,2,0,1024,0,512,512,0.44276925921440125,0.03261062130331993,False
0.010032963798520412,0.02315586991608143,0.5203686505556107,15.01644500998207,62990661-R-200X.JPG,200,tile,2,1,1024,512,512,512,0.4677730202674866,0.03795557841658592,False
0.011383501348935513,0.025112289935350418,0.5062196254730225,14.425755427286317,62990661-R-200X.JPG,200,tile,2,2,1024,1024,512,512,0.4937170445919037,0.03276528790593147,False
0.009438279197190303,0.022195057943463326,0.47900333553552626,14.1106459924526,62990661-R-200X.JPG,200,tile,2,3,1024,1536,512,512,0.5113640427589417,0.016530774533748627,False
0.007312501919409975,0.018009819090366364,0.4803176522254944,14.368057834255834,62990661-R-200X.JPG,200,tile,2,4,1024,2048,512,512,0.5141066908836365,0.010752980597317219,False
0.006429132415155358,0.016030732542276382,0.47518038749694824,15.032322227170832,62990661-R-200X.JPG,200,tile,2,5,1024,2560,512,512,0.5040095448493958,0.019565915688872337,False
0.005611048922762822,0.013200223445892334,0.45017233267426493,15.08012817584253,62990661-R-200X.JPG,200,tile,2,6,1024,3072,512,384,0.49525704979896545,0.011864379979670048,False
0.00703094292209255,0.01546697597950697,0.4642352908849716,14.956528417242817,62990661-R-200X.JPG,200,tile,3,0,1536,0,512,512,0.43670639395713806,0.02372000180184841,False
0.007468175117055843,0.017904050648212433,0.4745445631444454,14.966017351072052,62990661-R-200X.JPG,200,tile,3,1,1536,512,512,512,0.45412540435791016,0.04894323647022247,False
0.0071870425358979,0.017960773780941963,0.4916805997490883,14.603317347339567,62990661-R-200X.JPG,200,tile,3,2,1536,1024,512,512,0.47851237654685974,0.05716816335916519,False
0.006373978511353208,0.016423160210251808,0.45877918750047686,14.41829694368117,62990661-R-200X.JPG,200,tile,3,3,1536,1536,512,512,0.4997155964374542,0.04193593189120293,False
0.005671252333350198,0.013867040164768696,0.45819999277591705,14.57688808621352,62990661-R-200X.JPG,200,tile,3,4,1536,2048,512,512,0.5063201189041138,0.021538201719522476,False
0.005364042888754427,0.012383200228214264,0.4188884168863296,14.88104502148583,62990661-R-200X.JPG,200,tile,3,5,1536,2560,512,512,0.5015324950218201,0.01881212368607521,False
0.0054324954642570025,0.0112104881554842,0.4322951346635818,14.985819491192476,62990661-R-200X.JPG,200,tile,3,6,1536,3072,512,384,0.4961914122104645,0.011733127757906914,False
0.006441119131340092,0.014372913166880608,0.44377215430140493,14.927821719828145,62990661-R-200X.JPG,200,tile,4,0,2048,0,256,512,0.43108195066452026,0.03109222650527954,False
0.006193537362426995,0.014613412320613861,0.4260170616209507,14.833379873659116,62990661-R-200X.JPG,200,tile,4,1,2048,512,256,512,0.4324393570423126,0.036900442093610764,False
0.005625547910635093,0.013745796866714954,0.44398375004529944,14.629919141988314,62990661-R-200X.JPG,200,tile,4,2,2048,1024,256,512,0.45484742522239685,0.05017588287591934,False
0.005234140334692673,0.012440838851034641,0.410990946739912,14.431480167381089,62990661-R-200X.JPG,200,tile,4,3,2048,1536,256,512,0.48075413703918457,0.03864172101020813,False
0.004921186371926665,0.01123061403632164,0.40685492753982544,14.474699310874954,62990661-R-200X.JPG,200,tile,4,4,2048,2048,256,512,0.4906604290008545,0.016036760061979294,False
0.004873803755575562,0.01064772717654705,0.41574471890926357,14.664883923276244,62990661-R-200X.JPG,200,tile,4,5,2048,2560,256,512,0.4894767701625824,0.014591434970498085,False
0.005030660313216179,0.010072527453303337,0.4386811420321465,14.626666576816945,62990661-R-200X.JPG,200,tile,4,6,2048,3072,256,384,0.48821187019348145,0.0127860764041543,False
